100.5205402, 13.7572393
100.5206391, 13.7573905
100.5164554, 13.7376951
100.5165377, 13.737937
100.6208275, 13.956363
100.6205066, 13.9568296
100.6217116, 13.9534464
100.6205269, 13.9570776
100.7447541, 13.816708
100.7445726, 13.8164874
100.5926706, 13.7142576
100.5925645, 13.7141434
100.5312484, 13.75349
100.5312087, 13.7533603
100.543771, 13.7259962
100.5437427, 13.7264303
100.5216011, 13.7356422
100.5216014, 13.7358091
100.6440872, 13.6662397
100.6448606, 13.67153
100.6454685, 13.6719145
100.64367, 13.6655879
100.6427775, 13.6619919
100.6435244, 13.6621354
100.6455373, 13.6652118
100.644168, 13.6616916
100.4938908, 13.7583609
100.4943648, 13.7581138
100.4956755, 13.7575994
100.4937959, 13.7583729
100.5170755, 13.738472
100.5289182, 13.7334303
100.5293693, 13.732721
100.5282192, 13.7331713
100.5287991, 13.7334684
100.5450354, 13.7259057
100.5442393, 13.7259057
100.5387089, 13.7242528
100.5386352, 13.7244597
100.5340188, 13.7231046
100.5340901, 13.7229091
100.5052444, 13.7559044
100.5050434, 13.7561759
100.5924186, 13.7142601
100.5925161, 13.7143744
100.6354576, 13.7427998
100.6430004, 13.7439918
100.48548, 13.7048105
100.4843304, 13.7051479
100.5195996, 13.6864991
100.5204746, 13.6864705
100.5210063, 13.686211
100.5210614, 13.6855258
100.4986357, 13.7574716
100.498603, 13.7572502
100.5301837, 13.7427403
100.5302871, 13.7427257
100.529587, 13.7387808
100.5297167, 13.7387629
100.5313612, 13.7460672
100.5307307, 13.7456215
100.5309028, 13.7467689
100.5313699, 13.7461971
100.530598, 13.7456587
100.5301396, 13.7462715
100.5575312, 13.8089706
100.5517058, 13.7992068
100.5379286, 13.9009314
100.5379819, 13.9011631
100.5373432, 13.9013811
100.5372465, 13.9011717
100.5091945, 13.9069328
100.5066417, 13.9072164
100.5456033, 13.7975895
100.5451667, 13.7975097
100.506648, 13.9072848
100.5092949, 13.9070928
100.5624616, 13.8123045
100.5630281, 13.8120211
100.5603214, 13.8152973
100.5188722, 13.7588675
100.5191, 13.7585308
100.5228986, 13.6843147
100.5235804, 13.6838538
100.5172125, 13.6876251
100.5178439, 13.6872733
100.5234646, 13.6836703
100.522813, 13.6842158
100.5177948, 13.6871443
100.5170838, 13.6874473
100.5486545, 13.763475
100.5479475, 13.7646421
100.5760091, 13.8402287
100.5763509, 13.840003
100.5972723, 13.8742407
100.5961695, 13.8743468
100.5574197, 13.8356583
100.5577666, 13.8335721
100.5571224, 13.8298984
100.557276, 13.8317907
100.5544837, 13.8302269
100.5553339, 13.8302021
100.5580714, 13.8322789
100.5586723, 13.8296823
100.5571026, 13.8303645
100.5532236, 13.8298548
100.5533226, 13.830038
100.5548362, 13.8303469
100.5561109, 13.8305315
100.5556967, 13.8303899
100.5557457, 13.8300955
100.560786, 13.8302573
100.5581279, 13.8296318
100.5587299, 13.8304047
100.559511, 13.8307214
100.557606, 13.8273303
100.557272, 13.8288369
100.5569752, 13.8291598
100.5557858, 13.8293976
100.5541497, 13.829799
100.5548488, 13.8297665
100.617204, 13.9842824
100.6163166, 13.9842204
100.6193355, 13.9848099
100.6186416, 13.9847582
100.6154782, 13.9877123
100.6146188, 13.9880675
100.6123927, 13.988019
100.6149263, 13.9906202
100.6152852, 13.9886731
100.6145127, 13.9895642
100.6155708, 13.9884209
100.6117983, 13.9878584
100.6129607, 13.9880057
100.617844, 13.9846037
100.6182364, 13.9856232
100.6176334, 13.9845563
100.6156542, 13.9893227
100.6174444, 13.9875
100.617918, 13.9862825
100.6170646, 13.987739
100.528823, 13.7329085
100.5287859, 13.7326841
100.5286588, 13.7327414
100.5286937, 13.7329668
100.5367076, 13.7296333
100.5365682, 13.7294606
100.5319886, 13.7535181
100.532082, 13.7532004
100.5316395, 13.7529519
100.5314452, 13.7532868
100.5320174, 13.7530883
100.5317938, 13.7529332
100.5428386, 13.7744313
100.5427262, 13.774492
100.5504659, 14.0152208
100.5495204, 14.0152361
100.5089481, 13.7214779
100.5082376, 13.7204362
100.6710533, 13.8305503
100.6749008, 13.827054
100.6773691, 13.8241023
100.6755818, 13.8255564
100.6736772, 13.8273939
100.6732858, 13.8279019
100.6735893, 13.829673
100.6497479, 13.810305
100.6502109, 13.8102078
100.4211345, 13.9404662
100.4214, 13.9414697
100.4595111, 13.9463301
100.4591819, 13.9487619
100.5700358, 14.0005362
100.5701611, 14.0006962
100.5726229, 13.888988
100.572476, 13.8888273
100.5546384, 14.0058454
100.5544403, 14.0058015
100.5651701, 13.8913684
100.5652405, 13.8915999
100.645352, 13.6711199
100.6456773, 13.6720619
100.6464844, 13.6711384
100.5283499, 13.9652023
100.5267809, 13.9644397
100.5082184, 14.0245834
100.5083833, 14.025083
100.553841, 14.0097499
100.5542502, 14.0075055
100.5555398, 14.0047724
100.5553978, 14.0013324
100.5087068, 14.0249625
100.5085393, 14.0244818
100.5546373, 14.0047418
100.5555241, 14.0049042
100.5551751, 14.0024327
100.5506429, 13.9908841
100.550758, 13.9908831
100.551907, 14.0129249
100.5504489, 14.0158858
100.3535579, 14.0276733
100.3520592, 14.0282811
100.5979198, 13.7419316
100.5978715, 13.7416512
100.3520825, 14.0285838
100.3524107, 14.0292639
100.6600978, 13.9943928
100.660117, 13.9942588
100.6543007, 13.9930599
100.6542735, 13.9931892
100.6736829, 13.9972027
100.6737079, 13.9970703
100.6789785, 13.9984096
100.6790181, 13.9982484
100.6835408, 13.999431
100.6835735, 13.9992836
100.6282005, 13.9870933
100.6282274, 13.9869622
100.6372355, 13.9890814
100.6372629, 13.9889526
100.7247283, 14.0161441
100.724763, 14.016038
100.6937748, 14.0029853
100.6938256, 14.0028598
100.6743974, 13.8265584
100.6731676, 13.8276738
100.6723307, 13.8294719
100.6733117, 13.8296303
100.6742753, 13.8301
100.6878908, 13.7939678
100.687955, 13.7938533
100.6777415, 13.7884495
100.6778456, 13.7883797
100.4999577, 13.8632992
100.5005316, 13.8631909
100.5058856, 13.861564
100.5065091, 13.8613732
100.5134031, 13.8815943
100.5135184, 13.8816407
100.5179684, 13.8696189
100.5179974, 13.8699567
100.5178605, 13.8703053
100.5178141, 13.8700452
100.5111315, 13.8603053
100.5111763, 13.860617
100.5209601, 13.8592867
100.5215821, 13.859493
100.5119897, 13.8601509
100.5223858, 13.8588479
100.5215857, 13.8591635
100.5208174, 13.85931
100.5217264, 13.8589697
100.4641213, 13.7144574
100.4627208, 13.713358
100.4623292, 13.7127847
100.4603444, 13.7140772
