Sample Number,Sampled Point Number,Latitude + Longitude,Heading,Date,Image Name,Road Types,Web Link
1556,389,"13.7300398005,100.508655202",W,2011-09,0000001556_13.7300398005_100.508655202_W.jpg,"secondary,secondary",https://drive.google.com/uc?id=0B7dZI0Kce2cScUtSeFpUY2J1Vmc
1557,390,"13.5786858001,100.6004275",N,2012-05,0000001557_13.5786858001_100.6004275_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSeHItQWFhWVZHVFE
1558,390,"13.5786858001,100.6004275",E,2012-05,0000001558_13.5786858001_100.6004275_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSSHB5cFVfX3RuV1E
1559,390,"13.5786858001,100.6004275",S,2012-05,0000001559_13.5786858001_100.6004275_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSTFJhVm0xcTdwVEU
1560,390,"13.5786858001,100.6004275",W,2012-05,0000001560_13.5786858001_100.6004275_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSbFd6RkQ0M0dzeGM
1561,391,"13.9916762993,100.554115",N,2012-05,0000001561_13.9916762993_100.554115_N.jpg,"unclassified,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSblJMdmYxUVFNNVU
1562,391,"13.9916762993,100.554115",E,2012-05,0000001562_13.9916762993_100.554115_E.jpg,"unclassified,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSUHdzWG9mcnBtQjQ
1563,391,"13.9916762993,100.554115",S,2012-05,0000001563_13.9916762993_100.554115_S.jpg,"unclassified,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSdE41RnNYTVlpSXM
1564,391,"13.9916762993,100.554115",W,2012-05,0000001564_13.9916762993_100.554115_W.jpg,"unclassified,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSMW9BNVVOaUVvV0k
1565,392,"13.7787088006,100.6485022",N,2012-01,0000001565_13.7787088006_100.6485022_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSU25keWQ1QTNsWFk
1566,392,"13.7787088006,100.6485022",E,2012-01,0000001566_13.7787088006_100.6485022_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSZmlMWWRsaVhab00
1567,392,"13.7787088006,100.6485022",S,2012-01,0000001567_13.7787088006_100.6485022_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSOFpLV3JUTDltWXM
1568,392,"13.7787088006,100.6485022",W,2012-01,0000001568_13.7787088006_100.6485022_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSdkVOdlNPMVA5Y1U
1569,393,"13.6607661001,100.5795398",N,2012-03,0000001569_13.6607661001_100.5795398_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSVGhwQlVibmZFR2M
1570,393,"13.6607661001,100.5795398",E,2012-03,0000001570_13.6607661001_100.5795398_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSMGhJLW84Z0FoMUk
1571,393,"13.6607661001,100.5795398",S,2012-03,0000001571_13.6607661001_100.5795398_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSYnBPTDVjeWZ1N0E
1572,393,"13.6607661001,100.5795398",W,2012-03,0000001572_13.6607661001_100.5795398_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSd2R4TENJVFVFMDA
1573,394,"13.8136854001,100.5698365",N,2011-12,0000001573_13.8136854001_100.5698365_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSUTFLNUZ5ejhNc00
1574,394,"13.8136854001,100.5698365",E,2011-12,0000001574_13.8136854001_100.5698365_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSRmNINFBHNHB2aGM
1575,394,"13.8136854001,100.5698365",S,2011-12,0000001575_13.8136854001_100.5698365_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSNlA0R3g0Mkx3NDQ
1576,394,"13.8136854001,100.5698365",W,2011-12,0000001576_13.8136854001_100.5698365_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSSnllUDVZMl9IdDA
1577,395,"14.0005362002,100.5700358",N,2012-06,0000001577_14.0005362002_100.5700358_N.jpg,"primary_link,primary",https://drive.google.com/uc?id=0B7dZI0Kce2cSeTlzTERFd1YtM1U
1578,395,"14.0005362002,100.5700358",E,2012-06,0000001578_14.0005362002_100.5700358_E.jpg,"primary_link,primary",https://drive.google.com/uc?id=0B7dZI0Kce2cSLUswWWZkX3lKVFU
1579,395,"14.0005362002,100.5700358",S,2012-06,0000001579_14.0005362002_100.5700358_S.jpg,"primary_link,primary",https://drive.google.com/uc?id=0B7dZI0Kce2cScjFIREM4YzRyNDQ
1580,395,"14.0005362002,100.5700358",W,2012-06,0000001580_14.0005362002_100.5700358_W.jpg,"primary_link,primary",https://drive.google.com/uc?id=0B7dZI0Kce2cSanhReWIzNHU2XzQ
1581,396,"13.6339029999,100.6091347",N,2012-03,0000001581_13.6339029999_100.6091347_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSQjVLNzVVY1dmd0U
1582,396,"13.6339029999,100.6091347",E,2012-03,0000001582_13.6339029999_100.6091347_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSY3lTV3FLMUx1VGM
1583,396,"13.6339029999,100.6091347",S,2012-03,0000001583_13.6339029999_100.6091347_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSb3ZrTUNBaXJLRk0
1584,396,"13.6339029999,100.6091347",W,2012-03,0000001584_13.6339029999_100.6091347_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSY245TGpBZ1QyQUk
1585,397,"13.5474638002,100.5371629",N,2012-03,0000001585_13.5474638002_100.5371629_N.jpg,"unclassified,unclassified",https://drive.google.com/uc?id=0B7dZI0Kce2cSSllwUnZGbDdiR2c
1586,397,"13.5474638002,100.5371629",E,2012-03,0000001586_13.5474638002_100.5371629_E.jpg,"unclassified,unclassified",https://drive.google.com/uc?id=0B7dZI0Kce2cSZ2x2cThfOUlCVUk
1587,397,"13.5474638002,100.5371629",S,2012-03,0000001587_13.5474638002_100.5371629_S.jpg,"unclassified,unclassified",https://drive.google.com/uc?id=0B7dZI0Kce2cSeHQ5V2IyMFhncmM
1588,397,"13.5474638002,100.5371629",W,2012-03,0000001588_13.5474638002_100.5371629_W.jpg,"unclassified,unclassified",https://drive.google.com/uc?id=0B7dZI0Kce2cSRTNUSjhEWmFrSjQ
1589,398,"13.6950114998,100.4946634",N,2011-12,0000001589_13.6950114998_100.4946634_N.jpg,"residential,secondary",https://drive.google.com/uc?id=0B7dZI0Kce2cSaDFWUHc0WkdiM00
1590,398,"13.6950114998,100.4946634",E,2011-12,0000001590_13.6950114998_100.4946634_E.jpg,"residential,secondary",https://drive.google.com/uc?id=0B7dZI0Kce2cSZy1xenNuc2wwaHc
1591,398,"13.6950114998,100.4946634",S,2011-12,0000001591_13.6950114998_100.4946634_S.jpg,"residential,secondary",https://drive.google.com/uc?id=0B7dZI0Kce2cSWWdIRmtnb2FEWmM
1592,398,"13.6950114998,100.4946634",W,2011-12,0000001592_13.6950114998_100.4946634_W.jpg,"residential,secondary",https://drive.google.com/uc?id=0B7dZI0Kce2cSTldmVml4NUthaWM
1593,399,"13.7711777998,100.5786675",N,2011-12,0000001593_13.7711777998_100.5786675_N.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSX2xlcW5mYmhRMEU
1594,399,"13.7711777998,100.5786675",E,2011-12,0000001594_13.7711777998_100.5786675_E.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSanR1WHBWREpxMVE
1595,399,"13.7711777998,100.5786675",S,2011-12,0000001595_13.7711777998_100.5786675_S.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSd2pLOUxHamVVLVU
1596,399,"13.7711777998,100.5786675",W,2011-12,0000001596_13.7711777998_100.5786675_W.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSMUxRNmd5WFNHeTQ
1597,400,"13.8837905,100.5951131",N,2012-01,0000001597_13.8837905_100.5951131_N.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cST0dpN1hkM3BRaU0
1598,400,"13.8837905,100.5951131",E,2012-01,0000001598_13.8837905_100.5951131_E.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSeFc2RXJ4aXEtbEk
1599,400,"13.8837905,100.5951131",S,2012-01,0000001599_13.8837905_100.5951131_S.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSNmpnNUlMUkltS0U
1600,400,"13.8837905,100.5951131",W,2012-01,0000001600_13.8837905_100.5951131_W.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSV2tmTjZvMDlQZjg
1601,401,"13.8566793999,100.5228638",N,2012-03,0000001601_13.8566793999_100.5228638_N.jpg,"service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSenpvblFIYkpWa0U
1602,401,"13.8566793999,100.5228638",E,2012-03,0000001602_13.8566793999_100.5228638_E.jpg,"service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cST1hwVDlxRlRocVE
1603,401,"13.8566793999,100.5228638",S,2012-03,0000001603_13.8566793999_100.5228638_S.jpg,"service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSTmoyNUhQandvZlk
1604,401,"13.8566793999,100.5228638",W,2012-03,0000001604_13.8566793999_100.5228638_W.jpg,"service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSZkxOT1lYelBHbDg
1605,402,"13.7453728998,100.6259569",N,2011-12,0000001605_13.7453728998_100.6259569_N.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSMm5RTGRXRlZScmc
1606,402,"13.7453728998,100.6259569",E,2011-12,0000001606_13.7453728998_100.6259569_E.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSbmhfamR4YV9yTUE
1607,402,"13.7453728998,100.6259569",S,2011-12,0000001607_13.7453728998_100.6259569_S.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSSm9jSmo1dXl4aTQ
1608,402,"13.7453728998,100.6259569",W,2011-12,0000001608_13.7453728998_100.6259569_W.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSRU5hZ0hfX1JmN2c
1609,403,"13.8540943998,100.5877358",N,2011-12,0000001609_13.8540943998_100.5877358_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSR0RObGd2T3dxS2M
1610,403,"13.8540943998,100.5877358",E,2011-12,0000001610_13.8540943998_100.5877358_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSSkdGX3hXdlgxNms
1611,403,"13.8540943998,100.5877358",S,2011-12,0000001611_13.8540943998_100.5877358_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSdlFSeWFxTTc3QUk
1612,403,"13.8540943998,100.5877358",W,2011-12,0000001612_13.8540943998_100.5877358_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSTmxmVFV3R19YTkU
1613,404,"13.8540875005,100.64562",N,2012-02,0000001613_13.8540875005_100.64562_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSOWdTbVJHT3ZtN2s
1614,404,"13.8540875005,100.64562",E,2012-02,0000001614_13.8540875005_100.64562_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSQlpvSzJEREZoZkU
1615,404,"13.8540875005,100.64562",S,2012-02,0000001615_13.8540875005_100.64562_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSMTNVMmdMOUVObGs
1616,404,"13.8540875005,100.64562",W,2012-02,0000001616_13.8540875005_100.64562_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSNG01WTNlQjlDR0U
1617,405,"13.7277145005,100.462045799",N,2012-01,0000001617_13.7277145005_100.462045799_N.jpg,"unclassified,unclassified",https://drive.google.com/uc?id=0B7dZI0Kce2cSMFJtQm5fRHdlUGM
1618,405,"13.7277145005,100.462045799",E,2012-01,0000001618_13.7277145005_100.462045799_E.jpg,"unclassified,unclassified",https://drive.google.com/uc?id=0B7dZI0Kce2cScF8xVFpHRDJMZDA
1619,405,"13.7277145005,100.462045799",S,2012-01,0000001619_13.7277145005_100.462045799_S.jpg,"unclassified,unclassified",https://drive.google.com/uc?id=0B7dZI0Kce2cSOWl4ME96N1BCaWM
1620,405,"13.7277145005,100.462045799",W,2012-01,0000001620_13.7277145005_100.462045799_W.jpg,"unclassified,unclassified",https://drive.google.com/uc?id=0B7dZI0Kce2cSeEVHYWF0QjU0WUE
1621,406,"13.6519011999,100.395202801",N,2012-02,0000001621_13.6519011999_100.395202801_N.jpg,"footway,footway,footway,footway",https://drive.google.com/uc?id=0B7dZI0Kce2cSV2VtQlZKLVZHWm8
1622,406,"13.6519011999,100.395202801",E,2012-02,0000001622_13.6519011999_100.395202801_E.jpg,"footway,footway,footway,footway",https://drive.google.com/uc?id=0B7dZI0Kce2cSaXNjdEFIZVBZeGM
1623,406,"13.6519011999,100.395202801",S,2012-02,0000001623_13.6519011999_100.395202801_S.jpg,"footway,footway,footway,footway",https://drive.google.com/uc?id=0B7dZI0Kce2cSU2hyci1JSlFpcDg
1624,406,"13.6519011999,100.395202801",W,2012-02,0000001624_13.6519011999_100.395202801_W.jpg,"footway,footway,footway,footway",https://drive.google.com/uc?id=0B7dZI0Kce2cSUEpBY1NsWkJTeTA
1625,407,"13.8377181999,100.4963823",N,2012-05,0000001625_13.8377181999_100.4963823_N.jpg,"service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSWlo4ZkJ1VDdvTkE
1626,407,"13.8377181999,100.4963823",E,2012-05,0000001626_13.8377181999_100.4963823_E.jpg,"service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSQjVpUFExekRIZVE
1627,407,"13.8377181999,100.4963823",S,2012-05,0000001627_13.8377181999_100.4963823_S.jpg,"service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSSjg1LVJlbmtkMzQ
1628,407,"13.8377181999,100.4963823",W,2012-05,0000001628_13.8377181999_100.4963823_W.jpg,"service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSZ2lYbmpKQUVGRDg
1629,408,"13.8398074001,100.5527924",N,2012-02,0000001629_13.8398074001_100.5527924_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSZWlGX3JONjhQeW8
1630,408,"13.8398074001,100.5527924",E,2012-02,0000001630_13.8398074001_100.5527924_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSY1ptY2tHSUN4X1k
1631,408,"13.8398074001,100.5527924",S,2012-02,0000001631_13.8398074001_100.5527924_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cScWstVF95RVhDaGs
1632,408,"13.8398074001,100.5527924",W,2012-02,0000001632_13.8398074001_100.5527924_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSemsxbHNRYkJSQUE
1633,409,"13.6863216005,100.5204338",N,2011-12,0000001633_13.6863216005_100.5204338_N.jpg,"footway,footway",https://drive.google.com/uc?id=0B7dZI0Kce2cSRmVRbVQtNWdiSU0
1634,409,"13.6863216005,100.5204338",E,2011-12,0000001634_13.6863216005_100.5204338_E.jpg,"footway,footway",https://drive.google.com/uc?id=0B7dZI0Kce2cSTFdlaEtwTWx1NEk
1635,409,"13.6863216005,100.5204338",S,2011-12,0000001635_13.6863216005_100.5204338_S.jpg,"footway,footway",https://drive.google.com/uc?id=0B7dZI0Kce2cSTkxNVXRYYU9sYkE
1636,409,"13.6863216005,100.5204338",W,2011-12,0000001636_13.6863216005_100.5204338_W.jpg,"footway,footway",https://drive.google.com/uc?id=0B7dZI0Kce2cSTDBOWUpTOWc4Tnc
1637,410,"13.7837265939,100.587254673",N,2011-12,0000001637_13.7837265939_100.587254673_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSTjkwZE5MV0tXNDQ
1638,410,"13.7837265939,100.587254673",E,2011-12,0000001638_13.7837265939_100.587254673_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSNUhYUWl1OFItb0k
1639,410,"13.7837265939,100.587254673",S,2011-12,0000001639_13.7837265939_100.587254673_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSVi1Md3dKN0k2Z0k
1640,410,"13.7837265939,100.587254673",W,2011-12,0000001640_13.7837265939_100.587254673_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSZEJYTVFKamNxZjQ
1641,411,"13.9549996,100.6429408",N,2012-05,0000001641_13.9549996_100.6429408_N.jpg,"tertiary,residential,residential,tertiary,tertiary,residential,tertiary,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSUTNkZmh5VV9tcW8
1642,411,"13.9549996,100.6429408",E,2012-05,0000001642_13.9549996_100.6429408_E.jpg,"tertiary,residential,residential,tertiary,tertiary,residential,tertiary,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSOGVfWndVZXAtYzQ
1643,411,"13.9549996,100.6429408",S,2012-05,0000001643_13.9549996_100.6429408_S.jpg,"tertiary,residential,residential,tertiary,tertiary,residential,tertiary,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cST1I5NUZRLXU3a3M
1644,411,"13.9549996,100.6429408",W,2012-05,0000001644_13.9549996_100.6429408_W.jpg,"tertiary,residential,residential,tertiary,tertiary,residential,tertiary,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cScm1udU9lNEo0LTQ
1645,412,"13.8051143005,100.6432391",N,2012-01,0000001645_13.8051143005_100.6432391_N.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSeW1YWHhvLWNpTnM
1646,412,"13.8051143005,100.6432391",E,2012-01,0000001646_13.8051143005_100.6432391_E.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSNDBQRTQ5TGIxS2s
1647,412,"13.8051143005,100.6432391",S,2012-01,0000001647_13.8051143005_100.6432391_S.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSa2ZRclVQa2hCaUU
1648,412,"13.8051143005,100.6432391",W,2012-01,0000001648_13.8051143005_100.6432391_W.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSR0d3WW9OMl9MYkk
1649,413,"13.7862676999,100.665712",N,2012-01,0000001649_13.7862676999_100.665712_N.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSRnJvb2J1bnRGb2M
1650,413,"13.7862676999,100.665712",E,2012-01,0000001650_13.7862676999_100.665712_E.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSX0dxYTlBVUFJVkk
1651,413,"13.7862676999,100.665712",S,2012-01,0000001651_13.7862676999_100.665712_S.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSczRhcTdtX1dINmc
1652,413,"13.7862676999,100.665712",W,2012-01,0000001652_13.7862676999_100.665712_W.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSaDAxNkpSVUZkQUU
1653,414,"13.6726756005,100.426225102",N,2012-03,0000001653_13.6726756005_100.426225102_N.jpg,"secondary,secondary_link",https://drive.google.com/uc?id=0B7dZI0Kce2cScGl4ZTZtQkFwTUU
1654,414,"13.6726756005,100.426225102",E,2012-03,0000001654_13.6726756005_100.426225102_E.jpg,"secondary,secondary_link",https://drive.google.com/uc?id=0B7dZI0Kce2cSUUYtVV94WTNoT1k
1655,414,"13.6726756005,100.426225102",S,2012-03,0000001655_13.6726756005_100.426225102_S.jpg,"secondary,secondary_link",https://drive.google.com/uc?id=0B7dZI0Kce2cScEs3TllEQnpRNWc
1656,414,"13.6726756005,100.426225102",W,2012-03,0000001656_13.6726756005_100.426225102_W.jpg,"secondary,secondary_link",https://drive.google.com/uc?id=0B7dZI0Kce2cST1V0Smk5UTZvMjA
1657,415,"13.7569924003,100.5634796",N,2011-12,0000001657_13.7569924003_100.5634796_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSclBPQVNlbmNVRG8
1658,415,"13.7569924003,100.5634796",E,2011-12,0000001658_13.7569924003_100.5634796_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSWlhDd0VfcnZTbDQ
1659,415,"13.7569924003,100.5634796",S,2011-12,0000001659_13.7569924003_100.5634796_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSbFZLZk5iekpqbG8
1660,415,"13.7569924003,100.5634796",W,2011-12,0000001660_13.7569924003_100.5634796_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSMnQyWjBJUGdmdTA
1661,416,"13.6342472997,100.6360562",N,2012-03,0000001661_13.6342472997_100.6360562_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSNmpuZnZZUUdLaXM
1662,416,"13.6342472997,100.6360562",E,2012-03,0000001662_13.6342472997_100.6360562_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSQ2VlajlWc0VnUTg
1663,416,"13.6342472997,100.6360562",S,2012-03,0000001663_13.6342472997_100.6360562_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSNFlnRDBSSmRtRzQ
1664,416,"13.6342472997,100.6360562",W,2012-03,0000001664_13.6342472997_100.6360562_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSVENfcDB2d1o5YTA
1665,417,"13.7965131,100.4737657",N,2012-03,0000001665_13.7965131_100.4737657_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSZm9mcGlNRkZqaXM
1666,417,"13.7965131,100.4737657",E,2012-03,0000001666_13.7965131_100.4737657_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSNlFia2hZb3hmYXM
1667,417,"13.7965131,100.4737657",S,2012-03,0000001667_13.7965131_100.4737657_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSbFNHNXNBdlpNR00
1668,417,"13.7965131,100.4737657",W,2012-03,0000001668_13.7965131_100.4737657_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSSWhWYWlJUW01Zkk
1669,418,"13.9674619998,100.6013986",N,2012-06,0000001669_13.9674619998_100.6013986_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSSnZWR3VjU2I0ZzQ
1670,418,"13.9674619998,100.6013986",E,2012-06,0000001670_13.9674619998_100.6013986_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSYXloN25fWkd1SDQ
1671,418,"13.9674619998,100.6013986",S,2012-06,0000001671_13.9674619998_100.6013986_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSUmowUW1LZno0cW8
1672,418,"13.9674619998,100.6013986",W,2012-06,0000001672_13.9674619998_100.6013986_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSXy1DRjBzdFVfdUk
1673,419,"13.8057387001,100.5815708",N,2011-12,0000001673_13.8057387001_100.5815708_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSYU1FTnNnUzhnVEE
1674,419,"13.8057387001,100.5815708",E,2011-12,0000001674_13.8057387001_100.5815708_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSWXBFMVY0LUtKc0E
1675,419,"13.8057387001,100.5815708",S,2011-12,0000001675_13.8057387001_100.5815708_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSWkdJMW9ReTRWeTQ
1676,419,"13.8057387001,100.5815708",W,2011-12,0000001676_13.8057387001_100.5815708_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSNTJNQWdFNlNBRTA
1677,420,"13.8848785978,100.490396299",N,2012-03,0000001677_13.8848785978_100.490396299_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSeGxwT0UwVjJhWG8
1678,420,"13.8848785978,100.490396299",E,2012-03,0000001678_13.8848785978_100.490396299_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cScGlZWjV0cGxBRTA
1679,420,"13.8848785978,100.490396299",S,2012-03,0000001679_13.8848785978_100.490396299_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSOGtuUEpHNW1sMmM
1680,420,"13.8848785978,100.490396299",W,2012-03,0000001680_13.8848785978_100.490396299_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSN19mMlZ3RmtMTlE
1681,421,"13.8024534003,100.6981918",N,2012-01,0000001681_13.8024534003_100.6981918_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSdk9tWUJwWXlTODg
1682,421,"13.8024534003,100.6981918",E,2012-01,0000001682_13.8024534003_100.6981918_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSM0xCN0xCc1BhVFE
1683,421,"13.8024534003,100.6981918",S,2012-01,0000001683_13.8024534003_100.6981918_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSa0xmTjF6Q1AtY2s
1684,421,"13.8024534003,100.6981918",W,2012-01,0000001684_13.8024534003_100.6981918_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSc3Q2eDh6LWd5UXM
1685,422,"13.7071596001,100.4847198",N,2011-09,0000001685_13.7071596001_100.4847198_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSUEJjbU5mdGRFYW8
1686,422,"13.7071596001,100.4847198",E,2011-09,0000001686_13.7071596001_100.4847198_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSWjRvZ0NkZHJSTUk
1687,422,"13.7071596001,100.4847198",S,2011-09,0000001687_13.7071596001_100.4847198_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSeEZ3bmRqcEpqNjg
1688,422,"13.7071596001,100.4847198",W,2011-09,0000001688_13.7071596001_100.4847198_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSNEExdE55LTR5WWM
1689,423,"13.7200399001,100.782452",N,2012-01,0000001689_13.7200399001_100.782452_N.jpg,"service,service,service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cScEdEcnRVSW8xdG8
1690,423,"13.7200399001,100.782452",E,2012-01,0000001690_13.7200399001_100.782452_E.jpg,"service,service,service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSVmpQa1VVdVZxNnM
1691,423,"13.7200399001,100.782452",S,2012-01,0000001691_13.7200399001_100.782452_S.jpg,"service,service,service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSQzRTbzRCRFZBRDA
1692,423,"13.7200399001,100.782452",W,2012-01,0000001692_13.7200399001_100.782452_W.jpg,"service,service,service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSNVJEWXZyaVdlWnM
