Sample Number,Sampled Point Number,Latitude + Longitude,Heading,Date,Image Name,Road Types,Web Link
6434,1609,"13.5293107,100.6570266",E,2012-05,0000006434_13.5293107_100.6570266_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSVnpSNV9tbmszeGs
6435,1609,"13.5293107,100.6570266",S,2012-05,0000006435_13.5293107_100.6570266_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSTVhyYkJheWtIVlk
6436,1609,"13.5293107,100.6570266",W,2012-05,0000006436_13.5293107_100.6570266_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSUGR0WG1CXzBET0k
6437,1610,"13.5886125001,100.6183955",N,2012-03,0000006437_13.5886125001_100.6183955_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSVVJpNGVBbWNURU0
6438,1610,"13.5886125001,100.6183955",E,2012-03,0000006438_13.5886125001_100.6183955_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSMUFZSmRsR0lnVkk
6439,1610,"13.5886125001,100.6183955",S,2012-03,0000006439_13.5886125001_100.6183955_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSSzBUQmxNX2NJZWc
6440,1610,"13.5886125001,100.6183955",W,2012-03,0000006440_13.5886125001_100.6183955_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSbW5MZG5yYUlXVzg
6441,1611,"13.9351986007,100.432684",N,2012-04,0000006441_13.9351986007_100.432684_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSMF9yN1BPa0VoQUU
6442,1611,"13.9351986007,100.432684",E,2012-04,0000006442_13.9351986007_100.432684_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSV0g2aWI5VlljZkk
6443,1611,"13.9351986007,100.432684",S,2012-04,0000006443_13.9351986007_100.432684_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSMTJGbzRNSU5qTGs
6444,1611,"13.9351986007,100.432684",W,2012-04,0000006444_13.9351986007_100.432684_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cScDVOVkdNOWd3UkE
6445,1612,"13.7038745001,100.4720889",N,2012-01,0000006445_13.7038745001_100.4720889_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSQWhJZHdaUVhheE0
6446,1612,"13.7038745001,100.4720889",E,2012-01,0000006446_13.7038745001_100.4720889_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cScnlqblM3QnUtVlU
6447,1612,"13.7038745001,100.4720889",S,2012-01,0000006447_13.7038745001_100.4720889_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSTmU1YUh0ZFQ2UDg
6448,1612,"13.7038745001,100.4720889",W,2012-01,0000006448_13.7038745001_100.4720889_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSOE5EUXR0d1YzYzQ
6449,1613,"13.7566490002,100.4697249",N,2011-09,0000006449_13.7566490002_100.4697249_N.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSTmptTWdVVDJfLXc
6450,1613,"13.7566490002,100.4697249",E,2011-09,0000006450_13.7566490002_100.4697249_E.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSRW9UbWxPcmxSNG8
6451,1613,"13.7566490002,100.4697249",S,2011-09,0000006451_13.7566490002_100.4697249_S.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSWmQxMFpxZnpGUlE
6452,1613,"13.7566490002,100.4697249",W,2011-09,0000006452_13.7566490002_100.4697249_W.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSdDFrdlNsY3ZVUWM
6453,1614,"13.8832899004,100.581555",N,2012-01,0000006453_13.8832899004_100.581555_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSeDdlUTdwOTZsalU
6454,1614,"13.8832899004,100.581555",E,2012-01,0000006454_13.8832899004_100.581555_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSWEJBc0xSTGpYaVE
6455,1614,"13.8832899004,100.581555",S,2012-01,0000006455_13.8832899004_100.581555_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSYVdBTnNBWTRLU1E
6456,1614,"13.8832899004,100.581555",W,2012-01,0000006456_13.8832899004_100.581555_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSNWhYeXFVSk9mN1k
6457,1615,"13.7927492997,100.7365994",N,2012-01,0000006457_13.7927492997_100.7365994_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSMEJhQ0pQcUZiTG8
6458,1615,"13.7927492997,100.7365994",E,2012-01,0000006458_13.7927492997_100.7365994_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSYmFwYTk1QlhGN0k
6459,1615,"13.7927492997,100.7365994",S,2012-01,0000006459_13.7927492997_100.7365994_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cScmxfbDNrRnljZ0U
6460,1615,"13.7927492997,100.7365994",W,2012-01,0000006460_13.7927492997_100.7365994_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSTllsbldGV3FqYXc
6461,1616,"13.8126982,100.6567005",N,2016-09,0000006461_13.8126982_100.6567005_N.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSSjRnTkl0NWJyN0k
6462,1616,"13.8126982,100.6567005",E,2016-09,0000006462_13.8126982_100.6567005_E.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSUDZtREtLekt1akE
6463,1616,"13.8126982,100.6567005",S,2016-09,0000006463_13.8126982_100.6567005_S.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSR29sUjZsaFBNNzA
6464,1616,"13.8126982,100.6567005",W,2016-09,0000006464_13.8126982_100.6567005_W.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cScktuS09HeHVYWFE
6465,1617,"13.948437,100.6517689",N,2012-05,0000006465_13.948437_100.6517689_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSbHFraGNIUTltTWc
6466,1617,"13.948437,100.6517689",E,2012-05,0000006466_13.948437_100.6517689_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSeUNOaWpQZlJrTEE
6467,1617,"13.948437,100.6517689",S,2012-05,0000006467_13.948437_100.6517689_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSN2w4Z1pNV2RDME0
6468,1617,"13.948437,100.6517689",W,2012-05,0000006468_13.948437_100.6517689_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSTC1hcWJ1Q3JlU0k
6469,1618,"13.7991297,100.547218",N,2011-12,0000006469_13.7991297_100.547218_N.jpg,"service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSQmhvQUpXdE1XaVk
6470,1618,"13.7991297,100.547218",E,2011-12,0000006470_13.7991297_100.547218_E.jpg,"service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSS0t1Qndwd1k1QXM
6471,1618,"13.7991297,100.547218",S,2011-12,0000006471_13.7991297_100.547218_S.jpg,"service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSQkxQUDgtSWU4RFk
6472,1618,"13.7991297,100.547218",W,2011-12,0000006472_13.7991297_100.547218_W.jpg,"service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSdGFTLXlQellSeWc
6473,1619,"13.7738701,100.7612748",N,2012-01,0000006473_13.7738701_100.7612748_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSLUFSM0paalF5YTg
6474,1619,"13.7738701,100.7612748",E,2012-01,0000006474_13.7738701_100.7612748_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSTHZ4N0ZpZkNEeVU
6475,1619,"13.7738701,100.7612748",S,2012-01,0000006475_13.7738701_100.7612748_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSQk9VOGNIY19PbUU
6476,1619,"13.7738701,100.7612748",W,2012-01,0000006476_13.7738701_100.7612748_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSNWp4SlNUUWRvcnM
6477,1620,"13.6943635989,100.5392628",N,2011-12,0000006477_13.6943635989_100.5392628_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSbUtzT2JGV2NRQzg
6478,1620,"13.6943635989,100.5392628",E,2011-12,0000006478_13.6943635989_100.5392628_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSd2NrVTk3anJ6WDQ
6479,1620,"13.6943635989,100.5392628",S,2011-12,0000006479_13.6943635989_100.5392628_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSUHlZLVdsOVpiR2c
6480,1620,"13.6943635989,100.5392628",W,2011-12,0000006480_13.6943635989_100.5392628_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSNzN0Nk5OdWJnRjA
6481,1621,"14.0326436001,100.7653313",N,2012-06,0000006481_14.0326436001_100.7653313_N.jpg,"footway,primary,footway,primary",https://drive.google.com/uc?id=0B7dZI0Kce2cSQVNxemtlM2Rycmc
6482,1621,"14.0326436001,100.7653313",E,2012-06,0000006482_14.0326436001_100.7653313_E.jpg,"footway,primary,footway,primary",https://drive.google.com/uc?id=0B7dZI0Kce2cSV19wY0JWRklxVEk
6483,1621,"14.0326436001,100.7653313",S,2012-06,0000006483_14.0326436001_100.7653313_S.jpg,"footway,primary,footway,primary",https://drive.google.com/uc?id=0B7dZI0Kce2cSaHlHUGpEUUdGeGM
6484,1621,"14.0326436001,100.7653313",W,2012-06,0000006484_14.0326436001_100.7653313_W.jpg,"footway,primary,footway,primary",https://drive.google.com/uc?id=0B7dZI0Kce2cSYTczeG1ZczJZZUk
6485,1622,"13.8826108995,100.5338844",N,2012-03,0000006485_13.8826108995_100.5338844_N.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cST3AwY0NRbHo0Z2s
6486,1622,"13.8826108995,100.5338844",E,2012-03,0000006486_13.8826108995_100.5338844_E.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSb2hxb0J5YkJRMDA
6487,1622,"13.8826108995,100.5338844",S,2012-03,0000006487_13.8826108995_100.5338844_S.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSeENFaDYxYTMwd00
6488,1622,"13.8826108995,100.5338844",W,2012-03,0000006488_13.8826108995_100.5338844_W.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSRm45c29HYk8zZ1E
6489,1623,"13.9102160998,100.5848436",N,2012-02,0000006489_13.9102160998_100.5848436_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSdTJHeVJMbGlrY2c
6490,1623,"13.9102160998,100.5848436",E,2012-02,0000006490_13.9102160998_100.5848436_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSVGZvQUF6SDY2UTQ
6491,1623,"13.9102160998,100.5848436",S,2012-02,0000006491_13.9102160998_100.5848436_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSYzNOX01LeFROVmc
6492,1623,"13.9102160998,100.5848436",W,2012-02,0000006492_13.9102160998_100.5848436_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSX0dqRE0wdWl6NWc
6493,1624,"13.8092216999,100.6559861",N,2012-01,0000006493_13.8092216999_100.6559861_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSOEU5NUxKbVBfd3M
6494,1624,"13.8092216999,100.6559861",E,2012-01,0000006494_13.8092216999_100.6559861_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSTkk4RXZPcGc0cDg
6495,1624,"13.8092216999,100.6559861",S,2012-01,0000006495_13.8092216999_100.6559861_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSMW1KTW5wamM3TzQ
6496,1624,"13.8092216999,100.6559861",W,2012-01,0000006496_13.8092216999_100.6559861_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSbnZwdWxhRldxU1E
6497,1625,"13.6984509002,100.5352853",N,2011-12,0000006497_13.6984509002_100.5352853_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cScFdIZUhRTkQ1dVk
6498,1625,"13.6984509002,100.5352853",E,2011-12,0000006498_13.6984509002_100.5352853_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSRWt6cV9HVm1ZOG8
6499,1625,"13.6984509002,100.5352853",S,2011-12,0000006499_13.6984509002_100.5352853_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSWkc4RkMwS20wTzA
6500,1625,"13.6984509002,100.5352853",W,2011-12,0000006500_13.6984509002_100.5352853_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSOUJkNU5KRkcwV2M
6501,1626,"13.9785936984,100.666901599",N,2012-05,0000006501_13.9785936984_100.666901599_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cScXhIT2kyeE42Q28
6502,1626,"13.9785936984,100.666901599",E,2012-05,0000006502_13.9785936984_100.666901599_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSUUhWalF6dmVNVHM
6503,1626,"13.9785936984,100.666901599",S,2012-05,0000006503_13.9785936984_100.666901599_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSUTBSYXZNejU0UWM
6504,1626,"13.9785936984,100.666901599",W,2012-05,0000006504_13.9785936984_100.666901599_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSbGxRYnJscHJHSUk
6505,1627,"13.7297220002,100.5718844",N,2011-12,0000006505_13.7297220002_100.5718844_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSMXJQZC1XZGVOMFU
6506,1627,"13.7297220002,100.5718844",E,2011-12,0000006506_13.7297220002_100.5718844_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSWFpQNlh3UjhCeGc
6507,1627,"13.7297220002,100.5718844",S,2011-12,0000006507_13.7297220002_100.5718844_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSZDVSWGZNbUtzNjA
6508,1627,"13.7297220002,100.5718844",W,2011-12,0000006508_13.7297220002_100.5718844_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSQU5Rdkx5clE4TXc
6509,1628,"13.7059247045,100.535501497",N,2011-12,0000006509_13.7059247045_100.535501497_N.jpg,"secondary,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSVlpNQVdXZ0xRNm8
6510,1628,"13.7059247045,100.535501497",E,2011-12,0000006510_13.7059247045_100.535501497_E.jpg,"secondary,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSQ0RsMU1NWS1BRG8
6511,1628,"13.7059247045,100.535501497",S,2011-12,0000006511_13.7059247045_100.535501497_S.jpg,"secondary,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSei03c3JvY3JOaE0
6512,1628,"13.7059247045,100.535501497",W,2011-12,0000006512_13.7059247045_100.535501497_W.jpg,"secondary,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSN3IydzlrVnlVX28
6513,1629,"13.6920505,100.6821108",N,2011-12,0000006513_13.6920505_100.6821108_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSRkoyVEROSld4SWM
6514,1629,"13.6920505,100.6821108",E,2011-12,0000006514_13.6920505_100.6821108_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSUmJhN21Sa1BPUWs
6515,1629,"13.6920505,100.6821108",S,2011-12,0000006515_13.6920505_100.6821108_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSX3QxeC1ickZic2M
6516,1629,"13.6920505,100.6821108",W,2011-12,0000006516_13.6920505_100.6821108_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSM0lLSF9idmxlck0
6517,1630,"13.8089083,100.4606795",N,2012-03,0000006517_13.8089083_100.4606795_N.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSWlphYk0wV3R6N2c
6518,1630,"13.8089083,100.4606795",E,2012-03,0000006518_13.8089083_100.4606795_E.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSMjl4aWdLRFdCelU
6519,1630,"13.8089083,100.4606795",S,2012-03,0000006519_13.8089083_100.4606795_S.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSMWlyc2FsOWp4TU0
6520,1630,"13.8089083,100.4606795",W,2012-03,0000006520_13.8089083_100.4606795_W.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSTFZVUEtsRDRTMnM
6521,1631,"13.9486536977,100.530227705",N,2012-03,0000006521_13.9486536977_100.530227705_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSc2FZSkhzMnlFclE
6522,1631,"13.9486536977,100.530227705",E,2012-03,0000006522_13.9486536977_100.530227705_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSRDJDdDktUWZZekE
6523,1631,"13.9486536977,100.530227705",S,2012-03,0000006523_13.9486536977_100.530227705_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSM1dIUkF6bFkyd00
6524,1631,"13.9486536977,100.530227705",W,2012-03,0000006524_13.9486536977_100.530227705_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSRXdqbUlQY3FUeDg
6525,1632,"13.6648536005,100.4011359",N,2012-02,0000006525_13.6648536005_100.4011359_N.jpg,"footway,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSenMxSnZtUlpfMTg
6526,1632,"13.6648536005,100.4011359",E,2012-02,0000006526_13.6648536005_100.4011359_E.jpg,"footway,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSUEJmQWpzUzVEeU0
6527,1632,"13.6648536005,100.4011359",S,2012-02,0000006527_13.6648536005_100.4011359_S.jpg,"footway,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSODRQZnJERVpNT1U
6528,1632,"13.6648536005,100.4011359",W,2012-02,0000006528_13.6648536005_100.4011359_W.jpg,"footway,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSdVhrY2NZRGY2U1U
6529,1633,"13.9830742005,100.684905198",N,2012-05,0000006529_13.9830742005_100.684905198_N.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cST05pVHJsZm5CdTg
6530,1633,"13.9830742005,100.684905198",E,2012-05,0000006530_13.9830742005_100.684905198_E.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSMU1GVFQyd21pXzQ
6531,1633,"13.9830742005,100.684905198",S,2012-05,0000006531_13.9830742005_100.684905198_S.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSVl9MU0ZtVzF1eDQ
6532,1633,"13.9830742005,100.684905198",W,2012-05,0000006532_13.9830742005_100.684905198_W.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSY2F2Y1E0WUtlSGM
6533,1634,"13.6607923003,100.524396298",N,2012-03,0000006533_13.6607923003_100.524396298_N.jpg,"secondary,secondary_link,secondary,secondary_link",https://drive.google.com/uc?id=0B7dZI0Kce2cSTklFcV9TVXBWczQ
6534,1634,"13.6607923003,100.524396298",E,2012-03,0000006534_13.6607923003_100.524396298_E.jpg,"secondary,secondary_link,secondary,secondary_link",https://drive.google.com/uc?id=0B7dZI0Kce2cSbjY0Rkp4c3BfaG8
6535,1634,"13.6607923003,100.524396298",S,2012-03,0000006535_13.6607923003_100.524396298_S.jpg,"secondary,secondary_link,secondary,secondary_link",https://drive.google.com/uc?id=0B7dZI0Kce2cSUDc2WVJicDJwNW8
6536,1634,"13.6607923003,100.524396298",W,2012-03,0000006536_13.6607923003_100.524396298_W.jpg,"secondary,secondary_link,secondary,secondary_link",https://drive.google.com/uc?id=0B7dZI0Kce2cSR044d1N3eTQ4aVk
6537,1635,"14.0456648999,100.6171323",N,2012-06,0000006537_14.0456648999_100.6171323_N.jpg,"service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSbWhOYVZJTTgtTkk
6538,1635,"14.0456648999,100.6171323",E,2012-06,0000006538_14.0456648999_100.6171323_E.jpg,"service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSd09tSzhoUmpnSXc
6539,1635,"14.0456648999,100.6171323",S,2012-06,0000006539_14.0456648999_100.6171323_S.jpg,"service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSNExPd0NfTTNNS0E
6540,1635,"14.0456648999,100.6171323",W,2012-06,0000006540_14.0456648999_100.6171323_W.jpg,"service,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSbTVMREc0Y2ZRVWM
6541,1636,"13.8967007999,100.540224001",N,2012-03,0000006541_13.8967007999_100.540224001_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSdkh3TkhQc0JSTVk
6542,1636,"13.8967007999,100.540224001",E,2012-03,0000006542_13.8967007999_100.540224001_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSNWphdnM2d3c1ODQ
6543,1636,"13.8967007999,100.540224001",S,2012-03,0000006543_13.8967007999_100.540224001_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSRVEtM2xmT19FZzQ
6544,1636,"13.8967007999,100.540224001",W,2012-03,0000006544_13.8967007999_100.540224001_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSTm1kODdHbGR6Qnc
6545,1637,"13.9583667996,100.6851005",N,2012-05,0000006545_13.9583667996_100.6851005_N.jpg,"tertiary,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSU0RQal9JMDVickU
6546,1637,"13.9583667996,100.6851005",E,2012-05,0000006546_13.9583667996_100.6851005_E.jpg,"tertiary,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSUG5SNGVzdjdJYUE
6547,1637,"13.9583667996,100.6851005",S,2012-05,0000006547_13.9583667996_100.6851005_S.jpg,"tertiary,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSclFWMmRMOGxCVHc
6548,1637,"13.9583667996,100.6851005",W,2012-05,0000006548_13.9583667996_100.6851005_W.jpg,"tertiary,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSdWVkajFLekYweUk
6549,1638,"13.5819964,100.6012555",N,2012-05,0000006549_13.5819964_100.6012555_N.jpg,"tertiary,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSVENETmtSRFpVVGs
6550,1638,"13.5819964,100.6012555",E,2012-05,0000006550_13.5819964_100.6012555_E.jpg,"tertiary,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSSEdjZ2YwaUY4WHc
6551,1638,"13.5819964,100.6012555",S,2012-05,0000006551_13.5819964_100.6012555_S.jpg,"tertiary,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSNDFkaHpfaTcxdjg
6552,1638,"13.5819964,100.6012555",W,2012-05,0000006552_13.5819964_100.6012555_W.jpg,"tertiary,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSdXBmVXhnWWZsdHM
6553,1639,"13.6668257995,100.660996",N,2011-12,0000006553_13.6668257995_100.660996_N.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSR3ZtTVVPMmlxbDA
6554,1639,"13.6668257995,100.660996",E,2011-12,0000006554_13.6668257995_100.660996_E.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSNFVzT1ZhbnVUcE0
6555,1639,"13.6668257995,100.660996",S,2011-12,0000006555_13.6668257995_100.660996_S.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSM2sya1dGVmtnR2s
6556,1639,"13.6668257995,100.660996",W,2011-12,0000006556_13.6668257995_100.660996_W.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSenYyWDJaSkgzenM
6557,1640,"14.0090288,100.5254694",N,2012-05,0000006557_14.0090288_100.5254694_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSNHFrWDFmWWhKa1k
6558,1640,"14.0090288,100.5254694",E,2012-05,0000006558_14.0090288_100.5254694_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSWHgyM2tTTTBuak0
6559,1640,"14.0090288,100.5254694",S,2012-05,0000006559_14.0090288_100.5254694_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSMUt6enRjYl9xcWM
6560,1640,"14.0090288,100.5254694",W,2012-05,0000006560_14.0090288_100.5254694_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSS3EzMWFjQTNuMFE
6561,1641,"13.6243233994,100.419164399",N,2012-02,0000006561_13.6243233994_100.419164399_N.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSTzRUaEZyTHNQamc
6562,1641,"13.6243233994,100.419164399",E,2012-02,0000006562_13.6243233994_100.419164399_E.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSQXJXTXlCQnVtRG8
6563,1641,"13.6243233994,100.419164399",S,2012-02,0000006563_13.6243233994_100.419164399_S.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSTlJLUFFKbVRSWEE
6564,1641,"13.6243233994,100.419164399",W,2012-02,0000006564_13.6243233994_100.419164399_W.jpg,"residential,residential,residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSV2NLT0tYWnk2UEE
6565,1642,"13.8846557998,100.396833899",N,2012-04,0000006565_13.8846557998_100.396833899_N.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSaVZLUXp1U0ZfWjg
6566,1642,"13.8846557998,100.396833899",E,2012-04,0000006566_13.8846557998_100.396833899_E.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSLTV1TnZIZEVhLTQ
6567,1642,"13.8846557998,100.396833899",S,2012-04,0000006567_13.8846557998_100.396833899_S.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSeUEzc3FqMXlOVlk
6568,1642,"13.8846557998,100.396833899",W,2012-04,0000006568_13.8846557998_100.396833899_W.jpg,"residential,residential",https://drive.google.com/uc?id=0B7dZI0Kce2cSaWhaLXZla2ljRVk
6569,1643,"13.9836934009,100.5454653",N,2012-05,0000006569_13.9836934009_100.5454653_N.jpg,"unclassified,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSN1c4ZkdZVmRXN00
6570,1643,"13.9836934009,100.5454653",E,2012-05,0000006570_13.9836934009_100.5454653_E.jpg,"unclassified,service",https://drive.google.com/uc?id=0B7dZI0Kce2cSRi01ak9PaTV4d0U
